id,title,type,price,price_formatted,area_hectares,area_m2,city,state,reference_code,url,description_raw
Y0IZQA,Fazenda Em Santo Antonio De Leverger Mato Grosso Com Area De 1000 Ha R 30000000 Cod Y0Izqa,Fazenda,30000000,"R$ 30.000.000,00",1000.0,,Santo,ANTONIO,Y0IZQA,https://chaozao.com.br/imovel/fazenda-em-santo-antonio-de-leverger-mato-grosso-com-area-de-1000-ha-r-30000000-cod-y0izqa/Y0IZQA,fazenda-em-santo-antonio-de-leverger-mato-grosso-com-area-de-1000-ha-r-30000000-cod-y0izqa
6CBYAF,Sitio Em Porangaba Sao Paulo Com Area De 5324 Ha R 3300000 Cod 6Cbyaf,Sítio,3300000,"R$ 3.300.000,00",5324.0,,Porangaba,SAO,6CBYAF,https://chaozao.com.br/imovel/sitio-em-porangaba-sao-paulo-com-area-de-5324-ha-r-3300000-cod-6cbyaf/6CBYAF,sitio-em-porangaba-sao-paulo-com-area-de-5324-ha-r-3300000-cod-6cbyaf
Q2V55Z,Chacara Em Itu Sao Paulo Com Area De 4451521 M R 7500000 Cod Q2V55Z,Chácara,7500000,"R$ 7.500.000,00",,4451521.0,Itu,SAO,Q2V55Z,https://chaozao.com.br/imovel/chacara-em-itu-sao-paulo-com-area-de-4451521-m-r-7500000-cod-q2v55z/Q2V55Z,chacara-em-itu-sao-paulo-com-area-de-4451521-m-r-7500000-cod-q2v55z
232DN9,Fazenda Em Itatiba Sao Paulo Com Area De 4598 Ha R 170000000 Cod 232Dn9,Fazenda,170000000,"R$ 170.000.000,00",4598.0,,Itatiba,SAO,232DN9,https://chaozao.com.br/imovel/fazenda-em-itatiba-sao-paulo-com-area-de-4598-ha-r-170000000-cod-232dn9/232DN9,fazenda-em-itatiba-sao-paulo-com-area-de-4598-ha-r-170000000-cod-232dn9
ZWOJ4Z,Fazenda Em Alvorada Tocantins Com Area De 47916 Ha R 13000000 Cod Zwoj4Z,Fazenda,13000000,"R$ 13.000.000,00",47916.0,,Alvorada,TO,ZWOJ4Z,https://chaozao.com.br/imovel/fazenda-em-alvorada-tocantins-com-area-de-47916-ha-r-13000000-cod-zwoj4z/ZWOJ4Z,fazenda-em-alvorada-tocantins-com-area-de-47916-ha-r-13000000-cod-zwoj4z
N5XVJ4,Fazenda Em Barra Do Garcas Mato Grosso Com Area De 4644 Ha R 85000000 Cod N5Xvj4,Fazenda,85000000,"R$ 85.000.000,00",4644.0,,Barra,DO,N5XVJ4,https://chaozao.com.br/imovel/fazenda-em-barra-do-garcas-mato-grosso-com-area-de-4644-ha-r-85000000-cod-n5xvj4/N5XVJ4,fazenda-em-barra-do-garcas-mato-grosso-com-area-de-4644-ha-r-85000000-cod-n5xvj4
FVE1VM,Fazenda Em Paraibuna Sao Paulo Com Area De 20328 Ha R 2500000 Cod Fve1Vm,Fazenda,2500000,"R$ 2.500.000,00",20328.0,,Paraibuna,SAO,FVE1VM,https://chaozao.com.br/imovel/fazenda-em-paraibuna-sao-paulo-com-area-de-20328-ha-r-2500000-cod-fve1vm/FVE1VM,fazenda-em-paraibuna-sao-paulo-com-area-de-20328-ha-r-2500000-cod-fve1vm
91NJDR,Fazenda Em Piracicaba Sao Paulo Com Area De 5808 Ha R 39600000 Cod 91Njdr,Fazenda,39600000,"R$ 39.600.000,00",5808.0,,Piracicaba,SAO,91NJDR,https://chaozao.com.br/imovel/fazenda-em-piracicaba-sao-paulo-com-area-de-5808-ha-r-39600000-cod-91njdr/91NJDR,fazenda-em-piracicaba-sao-paulo-com-area-de-5808-ha-r-39600000-cod-91njdr
JRCAZZ,Fazenda Em Paraibuna Sao Paulo Com Area De 19844 Ha R 4800000 Cod Jrcazz,Fazenda,4800000,"R$ 4.800.000,00",19844.0,,Paraibuna,SAO,JRCAZZ,https://chaozao.com.br/imovel/fazenda-em-paraibuna-sao-paulo-com-area-de-19844-ha-r-4800000-cod-jrcazz/JRCAZZ,fazenda-em-paraibuna-sao-paulo-com-area-de-19844-ha-r-4800000-cod-jrcazz
MN19XW,Fazenda Em Sao Miguel Do Araguaia Goias Com Area De 31299 Ha R 6400000 Cod Mn19Xw,Fazenda,6400000,"R$ 6.400.000,00",31299.0,,Sao,MIGUEL,MN19XW,https://chaozao.com.br/imovel/fazenda-em-sao-miguel-do-araguaia-goias-com-area-de-31299-ha-r-6400000-cod-mn19xw/MN19XW,fazenda-em-sao-miguel-do-araguaia-goias-com-area-de-31299-ha-r-6400000-cod-mn19xw
SXZ86V,Sitio Em Silvania Goias Com Area De 5323 Ha R 3000000 Cod Sxz86V,Sítio,3000000,"R$ 3.000.000,00",5323.0,,Silvania,GO,SXZ86V,https://chaozao.com.br/imovel/sitio-em-silvania-goias-com-area-de-5323-ha-r-3000000-cod-sxz86v/SXZ86V,sitio-em-silvania-goias-com-area-de-5323-ha-r-3000000-cod-sxz86v
6TRLXW,Fazenda Em Rondonopolis Mato Grosso Com Area De 340 Ha R 8000000 Cod 6Trlxw,Fazenda,8000000,"R$ 8.000.000,00",340.0,,Rondonopolis,MT,6TRLXW,https://chaozao.com.br/imovel/fazenda-em-rondonopolis-mato-grosso-com-area-de-340-ha-r-8000000-cod-6trlxw/6TRLXW,fazenda-em-rondonopolis-mato-grosso-com-area-de-340-ha-r-8000000-cod-6trlxw
QC240Y,Fazenda Em Sao Miguel Do Araguaia Goias Com Area De 228 Ha R 6110000 Cod Qc240Y,Fazenda,6110000,"R$ 6.110.000,00",228.0,,Sao,MIGUEL,QC240Y,https://chaozao.com.br/imovel/fazenda-em-sao-miguel-do-araguaia-goias-com-area-de-228-ha-r-6110000-cod-qc240y/QC240Y,fazenda-em-sao-miguel-do-araguaia-goias-com-area-de-228-ha-r-6110000-cod-qc240y
5V8Q1S,Chacara Em Paraibuna Sao Paulo Com Area De 1800 M R 470000 Cod 5V8Q1S,Chácara,470000,"R$ 470.000,00",,1800.0,Paraibuna,SAO,5V8Q1S,https://chaozao.com.br/imovel/chacara-em-paraibuna-sao-paulo-com-area-de-1800-m-r-470000-cod-5v8q1s/5V8Q1S,chacara-em-paraibuna-sao-paulo-com-area-de-1800-m-r-470000-cod-5v8q1s
TPIYHS,Fazenda Em Alto Boa Vista Mato Grosso Com Area De 8147 Ha R 100000000 Cod Tpiyhs,Fazenda,100000000,"R$ 100.000.000,00",8147.0,,Alto,BOA,TPIYHS,https://chaozao.com.br/imovel/fazenda-em-alto-boa-vista-mato-grosso-com-area-de-8147-ha-r-100000000-cod-tpiyhs/TPIYHS,fazenda-em-alto-boa-vista-mato-grosso-com-area-de-8147-ha-r-100000000-cod-tpiyhs
UEDED9,Chacara Em Santana De Parnaiba Sao Paulo Com Area De 680 M R 1100000 Cod Ueded9,Chácara,1100000,"R$ 1.100.000,00",,680.0,Santana,DE,UEDED9,https://chaozao.com.br/imovel/chacara-em-santana-de-parnaiba-sao-paulo-com-area-de-680-m-r-1100000-cod-ueded9/UEDED9,chacara-em-santana-de-parnaiba-sao-paulo-com-area-de-680-m-r-1100000-cod-ueded9
7GMG69,Fazenda Em Nova Crixas Goias Com Area De 358 Ha R 11100000 Cod 7Gmg69,Fazenda,11100000,"R$ 11.100.000,00",358.0,,Nova,CRIXAS,7GMG69,https://chaozao.com.br/imovel/fazenda-em-nova-crixas-goias-com-area-de-358-ha-r-11100000-cod-7gmg69/7GMG69,fazenda-em-nova-crixas-goias-com-area-de-358-ha-r-11100000-cod-7gmg69
2D2W61,Fazenda Em Campo Alegre De Goias Goias Com Area De 45864 Ha R 7600000 Cod 2D2W61,Fazenda,7600000,"R$ 7.600.000,00",45864.0,,Campo,ALEGRE,2D2W61,https://chaozao.com.br/imovel/fazenda-em-campo-alegre-de-goias-goias-com-area-de-45864-ha-r-7600000-cod-2d2w61/2D2W61,fazenda-em-campo-alegre-de-goias-goias-com-area-de-45864-ha-r-7600000-cod-2d2w61
SAX5Q9,Chacara Em Piedade Sao Paulo Com Area De 1500 M R 300000 Cod Sax5Q9,Chácara,300000,"R$ 300.000,00",,1500.0,Piedade,SAO,SAX5Q9,https://chaozao.com.br/imovel/chacara-em-piedade-sao-paulo-com-area-de-1500-m-r-300000-cod-sax5q9/SAX5Q9,chacara-em-piedade-sao-paulo-com-area-de-1500-m-r-300000-cod-sax5q9
XNMZ1U,Sitio Em Uberaba Minas Gerais Com Area De 75 Ha R 7500000 Cod Xnmz1U,Sítio,7500000,"R$ 7.500.000,00",75.0,,Uberaba,MINAS,XNMZ1U,https://chaozao.com.br/imovel/sitio-em-uberaba-minas-gerais-com-area-de-75-ha-r-7500000-cod-xnmz1u/XNMZ1U,sitio-em-uberaba-minas-gerais-com-area-de-75-ha-r-7500000-cod-xnmz1u
I2LI87,Sitio Em Nobres Mato Grosso Com Area De 30 Ha R 280000 Cod I2Li87,Sítio,280000,"R$ 280.000,00",30.0,,Nobres,MT,I2LI87,https://chaozao.com.br/imovel/sitio-em-nobres-mato-grosso-com-area-de-30-ha-r-280000-cod-i2li87/I2LI87,sitio-em-nobres-mato-grosso-com-area-de-30-ha-r-280000-cod-i2li87
C5NGUG,Fazenda Em Figueirao Mato Grosso Do Sul Com Area De 1285 Ha R 33000000 Cod C5Ngug,Fazenda,33000000,"R$ 33.000.000,00",1285.0,,Figueirao,MS,C5NGUG,https://chaozao.com.br/imovel/fazenda-em-figueirao-mato-grosso-do-sul-com-area-de-1285-ha-r-33000000-cod-c5ngug/C5NGUG,fazenda-em-figueirao-mato-grosso-do-sul-com-area-de-1285-ha-r-33000000-cod-c5ngug
WEPS2D,Fazenda Em Sao Miguel Do Araguaia Goias Com Area De 8228 Ha R 22100000 Cod Weps2D,Fazenda,22100000,"R$ 22.100.000,00",8228.0,,Sao,MIGUEL,WEPS2D,https://chaozao.com.br/imovel/fazenda-em-sao-miguel-do-araguaia-goias-com-area-de-8228-ha-r-22100000-cod-weps2d/WEPS2D,fazenda-em-sao-miguel-do-araguaia-goias-com-area-de-8228-ha-r-22100000-cod-weps2d
BFHL0Z,Fazenda Em Buritizeiro Minas Gerais Com Area De 3000 Ha R 50000000 Cod Bfhl0Z,Fazenda,50000000,"R$ 50.000.000,00",3000.0,,Buritizeiro,MINAS,BFHL0Z,https://chaozao.com.br/imovel/fazenda-em-buritizeiro-minas-gerais-com-area-de-3000-ha-r-50000000-cod-bfhl0z/BFHL0Z,fazenda-em-buritizeiro-minas-gerais-com-area-de-3000-ha-r-50000000-cod-bfhl0z
04CP9C,Fazenda Em Talisma Tocantins Com Area De 1936 Ha R 4500000 Cod 04Cp9C,Fazenda,4500000,"R$ 4.500.000,00",1936.0,,Talisma,TO,04CP9C,https://chaozao.com.br/imovel/fazenda-em-talisma-tocantins-com-area-de-1936-ha-r-4500000-cod-04cp9c/04CP9C,fazenda-em-talisma-tocantins-com-area-de-1936-ha-r-4500000-cod-04cp9c
88WP9R,Fazenda Em Gurinhem Paraiba Com Area De 290 Ha R 2500000 Cod 88Wp9R,Fazenda,2500000,"R$ 2.500.000,00",290.0,,Gurinhem,PB,88WP9R,https://chaozao.com.br/imovel/fazenda-em-gurinhem-paraiba-com-area-de-290-ha-r-2500000-cod-88wp9r/88WP9R,fazenda-em-gurinhem-paraiba-com-area-de-290-ha-r-2500000-cod-88wp9r
XLKL9W,Fazenda Em Presidente Olegario Minas Gerais Com Area De 133 Ha R 3591000 Cod Xlkl9W,Fazenda,3591000,"R$ 3.591.000,00",133.0,,Presidente,OLEGARIO,XLKL9W,https://chaozao.com.br/imovel/fazenda-em-presidente-olegario-minas-gerais-com-area-de-133-ha-r-3591000-cod-xlkl9w/XLKL9W,fazenda-em-presidente-olegario-minas-gerais-com-area-de-133-ha-r-3591000-cod-xlkl9w
4JYKAQ,Chacara Em Marechal Floriano Espirito Santo Com Area De 1800 M R 359000 Cod 4Jykaq,Chácara,359000,"R$ 359.000,00",,1800.0,Marechal,FLORIANO,4JYKAQ,https://chaozao.com.br/imovel/chacara-em-marechal-floriano-espirito-santo-com-area-de-1800-m-r-359000-cod-4jykaq/4JYKAQ,chacara-em-marechal-floriano-espirito-santo-com-area-de-1800-m-r-359000-cod-4jykaq
QZ9JAZ,Fazenda Em Vila Rica Mato Grosso Com Area De 1345 Ha R 44480000 Cod Qz9Jaz,Fazenda,44480000,"R$ 44.480.000,00",1345.0,,Vila,RICA,QZ9JAZ,https://chaozao.com.br/imovel/fazenda-em-vila-rica-mato-grosso-com-area-de-1345-ha-r-44480000-cod-qz9jaz/QZ9JAZ,fazenda-em-vila-rica-mato-grosso-com-area-de-1345-ha-r-44480000-cod-qz9jaz
J5FCRO,Fazenda Em Itauba Mato Grosso Com Area De 1800 Ha R 102697000 Cod J5Fcro,Fazenda,102697000,"R$ 102.697.000,00",1800.0,,Itauba,MT,J5FCRO,https://chaozao.com.br/imovel/fazenda-em-itauba-mato-grosso-com-area-de-1800-ha-r-102697000-cod-j5fcro/J5FCRO,fazenda-em-itauba-mato-grosso-com-area-de-1800-ha-r-102697000-cod-j5fcro
IMM82E,Fazenda Em Sete Quedas Mato Grosso Do Sul Com Area De 1860 Ha R 155077500 Cod Imm82E,Fazenda,155077500,"R$ 155.077.500,00",1860.0,,Sete,QUEDAS,IMM82E,https://chaozao.com.br/imovel/fazenda-em-sete-quedas-mato-grosso-do-sul-com-area-de-1860-ha-r-155077500-cod-imm82e/IMM82E,fazenda-em-sete-quedas-mato-grosso-do-sul-com-area-de-1860-ha-r-155077500-cod-imm82e
QKEWSI,Fazenda Em Cristalandia Tocantins Com Area De 4114 Ha R 60000000 Cod Qkewsi,Fazenda,60000000,"R$ 60.000.000,00",4114.0,,Cristalandia,TO,QKEWSI,https://chaozao.com.br/imovel/fazenda-em-cristalandia-tocantins-com-area-de-4114-ha-r-60000000-cod-qkewsi/QKEWSI,fazenda-em-cristalandia-tocantins-com-area-de-4114-ha-r-60000000-cod-qkewsi
535LWC,Sitio Em Silveiras Sao Paulo Com Area De 846 Ha R 3900000 Cod 535Lwc,Sítio,3900000,"R$ 3.900.000,00",846.0,,Silveiras,SAO,535LWC,https://chaozao.com.br/imovel/sitio-em-silveiras-sao-paulo-com-area-de-846-ha-r-3900000-cod-535lwc/535LWC,sitio-em-silveiras-sao-paulo-com-area-de-846-ha-r-3900000-cod-535lwc
NW2A3L,Chacara Em Igarata Sao Paulo Com Area De 11000 M R 1150000 Cod Nw2A3L,Chácara,1150000,"R$ 1.150.000,00",,11000.0,Igarata,SAO,NW2A3L,https://chaozao.com.br/imovel/chacara-em-igarata-sao-paulo-com-area-de-11000-m-r-1150000-cod-nw2a3l/NW2A3L,chacara-em-igarata-sao-paulo-com-area-de-11000-m-r-1150000-cod-nw2a3l
X9MDX2,Sitio Em Itapetininga Sao Paulo Com Area De 3872 Ha R 2880000 Cod X9Mdx2,Sítio,2880000,"R$ 2.880.000,00",3872.0,,Itapetininga,SAO,X9MDX2,https://chaozao.com.br/imovel/sitio-em-itapetininga-sao-paulo-com-area-de-3872-ha-r-2880000-cod-x9mdx2/X9MDX2,sitio-em-itapetininga-sao-paulo-com-area-de-3872-ha-r-2880000-cod-x9mdx2
LXSRD6,Fazenda Em Cocalinho Mato Grosso Com Area De 38000 Ha R 1000000000 Cod Lxsrd6,Fazenda,1000000000,"R$ 1.000.000.000,00",38000.0,,Cocalinho,MT,LXSRD6,https://chaozao.com.br/imovel/fazenda-em-cocalinho-mato-grosso-com-area-de-38000-ha-r-1000000000-cod-lxsrd6/LXSRD6,fazenda-em-cocalinho-mato-grosso-com-area-de-38000-ha-r-1000000000-cod-lxsrd6
AM5MIU,Fazenda Em Botelhos Minas Gerais Com Area De 135 Ha R 7280000 Cod Am5Miu,Fazenda,7280000,"R$ 7.280.000,00",135.0,,Botelhos,MINAS,AM5MIU,https://chaozao.com.br/imovel/fazenda-em-botelhos-minas-gerais-com-area-de-135-ha-r-7280000-cod-am5miu/AM5MIU,fazenda-em-botelhos-minas-gerais-com-area-de-135-ha-r-7280000-cod-am5miu
VCSLZY,Fazenda Em Varjao Goias Com Area De 1766 Ha R 14500000 Cod Vcslzy,Fazenda,14500000,"R$ 14.500.000,00",1766.0,,Varjao,GO,VCSLZY,https://chaozao.com.br/imovel/fazenda-em-varjao-goias-com-area-de-1766-ha-r-14500000-cod-vcslzy/VCSLZY,fazenda-em-varjao-goias-com-area-de-1766-ha-r-14500000-cod-vcslzy
0HUH9Q,Fazenda Em Dois Irmaos Do Tocantins Tocantins Com Area De 8228 Ha R 13600000 Cod 0Huh9Q,Fazenda,13600000,"R$ 13.600.000,00",8228.0,,Dois,IRMAOS,0HUH9Q,https://chaozao.com.br/imovel/fazenda-em-dois-irmaos-do-tocantins-tocantins-com-area-de-8228-ha-r-13600000-cod-0huh9q/0HUH9Q,fazenda-em-dois-irmaos-do-tocantins-tocantins-com-area-de-8228-ha-r-13600000-cod-0huh9q
93CVB3,Chacara Em Guapo Goias Com Area De 40000 M R 900000 Cod 93Cvb3,Chácara,900000,"R$ 900.000,00",,40000.0,Guapo,GO,93CVB3,https://chaozao.com.br/imovel/chacara-em-guapo-goias-com-area-de-40000-m-r-900000-cod-93cvb3/93CVB3,chacara-em-guapo-goias-com-area-de-40000-m-r-900000-cod-93cvb3
JAA3VP,Chacara Em Sao Jose Dos Campos Sao Paulo Com Area De 24200 M R 2800000 Cod Jaa3Vp,Chácara,2800000,"R$ 2.800.000,00",,24200.0,Sao,JOSE,JAA3VP,https://chaozao.com.br/imovel/chacara-em-sao-jose-dos-campos-sao-paulo-com-area-de-24200-m-r-2800000-cod-jaa3vp/JAA3VP,chacara-em-sao-jose-dos-campos-sao-paulo-com-area-de-24200-m-r-2800000-cod-jaa3vp
Q5ZA3G,Fazenda Em Piracaia Sao Paulo Com Area De 242 Ha R 13200000 Cod Q5Za3G,Fazenda,13200000,"R$ 13.200.000,00",242.0,,Piracaia,SAO,Q5ZA3G,https://chaozao.com.br/imovel/fazenda-em-piracaia-sao-paulo-com-area-de-242-ha-r-13200000-cod-q5za3g/Q5ZA3G,fazenda-em-piracaia-sao-paulo-com-area-de-242-ha-r-13200000-cod-q5za3g
NYG13R,Sitio Em Domingos Martins Espirito Santo Com Area De 1694 Ha R 10080000 Cod Nyg13R,Sítio,10080000,"R$ 10.080.000,00",1694.0,,Domingos,MARTINS,NYG13R,https://chaozao.com.br/imovel/sitio-em-domingos-martins-espirito-santo-com-area-de-1694-ha-r-10080000-cod-nyg13r/NYG13R,sitio-em-domingos-martins-espirito-santo-com-area-de-1694-ha-r-10080000-cod-nyg13r
GRU5VS,Chacara Em Sao Jose Dos Campos Sao Paulo Com Area De 18000 M R 550000 Cod Gru5Vs,Chácara,550000,"R$ 550.000,00",,18000.0,Sao,JOSE,GRU5VS,https://chaozao.com.br/imovel/chacara-em-sao-jose-dos-campos-sao-paulo-com-area-de-18000-m-r-550000-cod-gru5vs/GRU5VS,chacara-em-sao-jose-dos-campos-sao-paulo-com-area-de-18000-m-r-550000-cod-gru5vs
9EFSTN,Fazenda Em Cocalinho Mato Grosso Com Area De 13823 Ha R 200000000 Cod 9Efstn,Fazenda,200000000,"R$ 200.000.000,00",13823.0,,Cocalinho,MT,9EFSTN,https://chaozao.com.br/imovel/fazenda-em-cocalinho-mato-grosso-com-area-de-13823-ha-r-200000000-cod-9efstn/9EFSTN,fazenda-em-cocalinho-mato-grosso-com-area-de-13823-ha-r-200000000-cod-9efstn
FK67SE,Fazenda Em Hidrolina Goias Com Area De 973 Ha R 8500000 Cod Fk67Se,Fazenda,8500000,"R$ 8.500.000,00",973.0,,Hidrolina,GO,FK67SE,https://chaozao.com.br/imovel/fazenda-em-hidrolina-goias-com-area-de-973-ha-r-8500000-cod-fk67se/FK67SE,fazenda-em-hidrolina-goias-com-area-de-973-ha-r-8500000-cod-fk67se
IFOBAA,Fazenda Em Campo Verde Mato Grosso Com Area De 2020 Ha R 22000000 Cod Ifobaa,Fazenda,22000000,"R$ 22.000.000,00",2020.0,,Campo,VERDE,IFOBAA,https://chaozao.com.br/imovel/fazenda-em-campo-verde-mato-grosso-com-area-de-2020-ha-r-22000000-cod-ifobaa/IFOBAA,fazenda-em-campo-verde-mato-grosso-com-area-de-2020-ha-r-22000000-cod-ifobaa
0JNID1,Sitio Em Bela Vista De Goias Goias Com Area De 67 Ha R 7000000 Cod 0Jnid1,Sítio,7000000,"R$ 7.000.000,00",67.0,,Bela,VISTA,0JNID1,https://chaozao.com.br/imovel/sitio-em-bela-vista-de-goias-goias-com-area-de-67-ha-r-7000000-cod-0jnid1/0JNID1,sitio-em-bela-vista-de-goias-goias-com-area-de-67-ha-r-7000000-cod-0jnid1
LG4FUF,Fazenda Em Chapada Da Natividade Tocantins Com Area De 1413 Ha R 18000000 Cod Lg4Fuf,Fazenda,18000000,"R$ 18.000.000,00",1413.0,,Chapada,DA,LG4FUF,https://chaozao.com.br/imovel/fazenda-em-chapada-da-natividade-tocantins-com-area-de-1413-ha-r-18000000-cod-lg4fuf/LG4FUF,fazenda-em-chapada-da-natividade-tocantins-com-area-de-1413-ha-r-18000000-cod-lg4fuf
AOXRBE,Fazenda Em Campina Verde Minas Gerais Com Area De 344 Ha R 12000000 Cod Aoxrbe,Fazenda,12000000,"R$ 12.000.000,00",344.0,,Campina,VERDE,AOXRBE,https://chaozao.com.br/imovel/fazenda-em-campina-verde-minas-gerais-com-area-de-344-ha-r-12000000-cod-aoxrbe/AOXRBE,fazenda-em-campina-verde-minas-gerais-com-area-de-344-ha-r-12000000-cod-aoxrbe
J70IEE,Chacara Em Urubici Santa Catarina Com Area De 1200 M R 450000 Cod J70Iee,Chácara,450000,"R$ 450.000,00",,1200.0,Urubici,SANTA,J70IEE,https://chaozao.com.br/imovel/chacara-em-urubici-santa-catarina-com-area-de-1200-m-r-450000-cod-j70iee/J70IEE,chacara-em-urubici-santa-catarina-com-area-de-1200-m-r-450000-cod-j70iee
84UNTG,Chacara Em Angatuba Sao Paulo Com Area De 84700 M R 650000 Cod 84Untg,Chácara,650000,"R$ 650.000,00",,84700.0,Angatuba,SAO,84UNTG,https://chaozao.com.br/imovel/chacara-em-angatuba-sao-paulo-com-area-de-84700-m-r-650000-cod-84untg/84UNTG,chacara-em-angatuba-sao-paulo-com-area-de-84700-m-r-650000-cod-84untg
0V9I28,Fazenda Em Araguaiana Mato Grosso Com Area De 1950 Ha R 32000000 Cod 0V9I28,Fazenda,32000000,"R$ 32.000.000,00",1950.0,,Araguaiana,MT,0V9I28,https://chaozao.com.br/imovel/fazenda-em-araguaiana-mato-grosso-com-area-de-1950-ha-r-32000000-cod-0v9i28/0V9I28,fazenda-em-araguaiana-mato-grosso-com-area-de-1950-ha-r-32000000-cod-0v9i28
TI3N5T,Fazenda Em Itapetininga Sao Paulo Com Area De 1669 Ha R 17000000 Cod Ti3N5T,Fazenda,17000000,"R$ 17.000.000,00",1669.0,,Itapetininga,SAO,TI3N5T,https://chaozao.com.br/imovel/fazenda-em-itapetininga-sao-paulo-com-area-de-1669-ha-r-17000000-cod-ti3n5t/TI3N5T,fazenda-em-itapetininga-sao-paulo-com-area-de-1669-ha-r-17000000-cod-ti3n5t
90G3P7,Fazenda Em Jaraguari Mato Grosso Do Sul Com Area De 2000 Ha R 90000000 Cod 90G3P7,Fazenda,90000000,"R$ 90.000.000,00",2000.0,,Jaraguari,MS,90G3P7,https://chaozao.com.br/imovel/fazenda-em-jaraguari-mato-grosso-do-sul-com-area-de-2000-ha-r-90000000-cod-90g3p7/90G3P7,fazenda-em-jaraguari-mato-grosso-do-sul-com-area-de-2000-ha-r-90000000-cod-90g3p7
5EE9PU,Fazenda Em Cassilandia Mato Grosso Do Sul Com Area De 64856 Ha R 280000000 Cod 5Ee9Pu,Fazenda,280000000,"R$ 280.000.000,00",64856.0,,Cassilandia,MS,5EE9PU,https://chaozao.com.br/imovel/fazenda-em-cassilandia-mato-grosso-do-sul-com-area-de-64856-ha-r-280000000-cod-5ee9pu/5EE9PU,fazenda-em-cassilandia-mato-grosso-do-sul-com-area-de-64856-ha-r-280000000-cod-5ee9pu
KTW2P9,Chacara Em Pilar Do Sul Sao Paulo Com Area De 91960 M R 550000 Cod Ktw2P9,Chácara,550000,"R$ 550.000,00",,91960.0,Pilar,DO,KTW2P9,https://chaozao.com.br/imovel/chacara-em-pilar-do-sul-sao-paulo-com-area-de-91960-m-r-550000-cod-ktw2p9/KTW2P9,chacara-em-pilar-do-sul-sao-paulo-com-area-de-91960-m-r-550000-cod-ktw2p9
B4D0XI,Chacara Em Hidrolandia Goias Com Area De 2025 M R 520000 Cod B4D0Xi,Chácara,520000,"R$ 520.000,00",,2025.0,Hidrolandia,GO,B4D0XI,https://chaozao.com.br/imovel/chacara-em-hidrolandia-goias-com-area-de-2025-m-r-520000-cod-b4d0xi/B4D0XI,chacara-em-hidrolandia-goias-com-area-de-2025-m-r-520000-cod-b4d0xi
26MHVG,Fazenda Em Pirenopolis Goias Com Area De 483 Ha R 12000000 Cod 26Mhvg,Fazenda,12000000,"R$ 12.000.000,00",483.0,,Pirenopolis,GO,26MHVG,https://chaozao.com.br/imovel/fazenda-em-pirenopolis-goias-com-area-de-483-ha-r-12000000-cod-26mhvg/26MHVG,fazenda-em-pirenopolis-goias-com-area-de-483-ha-r-12000000-cod-26mhvg
SCFNGV,Fazenda Em Nova Xavantina Mato Grosso Com Area De 555 Ha R 30000000 Cod Scfngv,Fazenda,30000000,"R$ 30.000.000,00",555.0,,Nova,XAVANTINA,SCFNGV,https://chaozao.com.br/imovel/fazenda-em-nova-xavantina-mato-grosso-com-area-de-555-ha-r-30000000-cod-scfngv/SCFNGV,fazenda-em-nova-xavantina-mato-grosso-com-area-de-555-ha-r-30000000-cod-scfngv
MPXGSB,Fazenda Em Paranatinga Mato Grosso Com Area De 6280 Ha R 125000000 Cod Mpxgsb,Fazenda,125000000,"R$ 125.000.000,00",6280.0,,Paranatinga,MT,MPXGSB,https://chaozao.com.br/imovel/fazenda-em-paranatinga-mato-grosso-com-area-de-6280-ha-r-125000000-cod-mpxgsb/MPXGSB,fazenda-em-paranatinga-mato-grosso-com-area-de-6280-ha-r-125000000-cod-mpxgsb
RDOG3L,Sitio Em Sao Jose Dos Campos Sao Paulo Com Area De 7018 Ha R 2000000 Cod Rdog3L,Sítio,2000000,"R$ 2.000.000,00",7018.0,,Sao,JOSE,RDOG3L,https://chaozao.com.br/imovel/sitio-em-sao-jose-dos-campos-sao-paulo-com-area-de-7018-ha-r-2000000-cod-rdog3l/RDOG3L,sitio-em-sao-jose-dos-campos-sao-paulo-com-area-de-7018-ha-r-2000000-cod-rdog3l
SQRV5P,Chacara Em Trindade Goias Com Area De 1107 M R 1400000 Cod Sqrv5P,Chácara,1400000,"R$ 1.400.000,00",,1107.0,Trindade,GO,SQRV5P,https://chaozao.com.br/imovel/chacara-em-trindade-goias-com-area-de-1107-m-r-1400000-cod-sqrv5p/SQRV5P,chacara-em-trindade-goias-com-area-de-1107-m-r-1400000-cod-sqrv5p
5P9MUF,Fazenda Em Alvorada Tocantins Com Area De 90992 Ha R 15000000 Cod 5P9Muf,Fazenda,15000000,"R$ 15.000.000,00",90992.0,,Alvorada,TO,5P9MUF,https://chaozao.com.br/imovel/fazenda-em-alvorada-tocantins-com-area-de-90992-ha-r-15000000-cod-5p9muf/5P9MUF,fazenda-em-alvorada-tocantins-com-area-de-90992-ha-r-15000000-cod-5p9muf
LAMR26,Sitio Em Bela Vista De Goias Goias Com Area De 484 Ha R 3560000 Cod Lamr26,Sítio,3560000,"R$ 3.560.000,00",484.0,,Bela,VISTA,LAMR26,https://chaozao.com.br/imovel/sitio-em-bela-vista-de-goias-goias-com-area-de-484-ha-r-3560000-cod-lamr26/LAMR26,sitio-em-bela-vista-de-goias-goias-com-area-de-484-ha-r-3560000-cod-lamr26
